"date","vol_det","vol_pred_15","vol_pred_30","vol_pred_45","vol_pred_60","vol_pred_75","vol_pred_90","vol_pred_105","vol_pred_120"
"2017-10-16 00:00",10.9333333333,13,15,16,12,19,23,15,20
"2017-10-16 00:01",10.9333333333,15,18,20,19,18,21,19,20
"2017-10-16 00:02",11.8666666667,14,12,12,12,16,14,13,15
"2017-10-16 00:03",12,19,16,16,17,12,13,9,12
"2017-10-16 00:04",11.3333333333,13,15,11,18,8,15,15,18
"2017-10-16 00:05",10.5333333333,22,15,18,13,14,7,15,16
"2017-10-16 00:06",10.5333333333,14,16,16,24,14,15,15,10
"2017-10-16 00:07",10.2666666667,15,14,17,17,10,12,9,14
"2017-10-16 00:08",9.73333333333,11,16,16,10,10,18,10,10
"2017-10-16 00:09",9.6,18,2,17,10,9,15,12,13
"2017-10-16 00:10",9.46666666667,21,11,8,14,13,21,8,11
"2017-10-16 00:11",9.6,12,13,11,15,18,13,13,20
"2017-10-16 00:12",8.8,13,14,10,19,14,19,10,10
"2017-10-16 00:13",8.93333333333,13,10,16,8,15,9,11,11
"2017-10-16 00:14",8,8,8,12,7,12,17,8,9
"2017-10-16 00:15",8.13333333333,14,11,16,10,10,10,15,16
"2017-10-16 00:16",7.86666666667,14,16,12,12,13,10,13,18
"2017-10-16 00:17",7.06666666667,10,13,11,15,15,12,14,9
"2017-10-16 00:18",7.33333333333,15,6,11,19,12,7,18,18
"2017-10-16 00:19",7.86666666667,13,8,10,7,14,11,14,19
"2017-10-16 00:20",7.86666666667,11,6,14,6,9,16,11,13
"2017-10-16 00:21",7.46666666667,12,11,13,18,10,18,13,13
"2017-10-16 00:22",7.33333333333,14,14,11,14,14,12,13,14
"2017-10-16 00:23",7.46666666667,11,8,19,7,15,19,15,12
"2017-10-16 00:24",7.2,14,17,14,12,14,12,12,12
"2017-10-16 00:25",6.93333333333,7,13,9,12,9,10,17,10
"2017-10-16 00:26",7.6,11,20,8,18,11,16,13,10
"2017-10-16 00:27",8.4,8,17,17,8,17,10,16,5
"2017-10-16 00:28",8.66666666667,6,12,10,18,13,7,14,21
"2017-10-16 00:29",9.46666666667,13,16,11,14,12,10,15,9
"2017-10-16 00:30",9.33333333333,8,14,13,19,15,12,12,13
"2017-10-16 00:31",9.2,14,8,4,15,11,14,10,13
"2017-10-16 00:32",9.2,6,8,8,8,14,10,18,8
"2017-10-16 00:33",8.26666666667,9,15,7,18,11,9,15,13
"2017-10-16 00:34",8.4,7,15,12,11,11,13,10,10
"2017-10-16 00:35",8.4,10,10,12,13,7,14,12,11
"2017-10-16 00:36",9.06666666667,11,13,13,14,10,13,6,6
"2017-10-16 00:37",8.8,15,9,5,10,15,11,15,7
"2017-10-16 00:38",9.06666666667,11,6,22,14,8,7,13,16
"2017-10-16 00:39",9.33333333333,9,17,14,12,14,11,14,17
"2017-10-16 00:40",9.86666666667,18,9,12,6,12,8,12,15
"2017-10-16 00:41",9.2,17,9,12,12,12,7,9,13
"2017-10-16 00:42",8.66666666667,9,15,13,14,14,9,10,14
"2017-10-16 00:43",8.4,10,9,10,14,18,11,10,12
"2017-10-16 00:44",8.26666666667,13,9,16,11,9,8,7,16
"2017-10-16 00:45",8.53333333333,10,12,5,8,10,12,15,17
"2017-10-16 00:46",8.4,8,14,14,10,14,8,13,13
"2017-10-16 00:47",8,8,13,14,14,11,9,16,15
"2017-10-16 00:48",8.8,16,14,11,13,6,11,14,17
"2017-10-16 00:49",8.53333333333,13,14,8,13,12,18,11,10
"2017-10-16 00:50",8.26666666667,9,11,14,17,9,11,9,11
"2017-10-16 00:51",7.73333333333,12,13,10,12,19,11,5,7
"2017-10-16 00:52",8,7,9,13,14,8,7,8,6
"2017-10-16 00:53",7.46666666667,10,7,7,12,5,6,11,11
"2017-10-16 00:54",7.86666666667,19,12,12,10,11,11,11,11
"2017-10-16 00:55",7.73333333333,14,12,11,6,11,8,7,9
"2017-10-16 00:56",7.73333333333,12,14,12,6,10,12,6,12
"2017-10-16 00:57",7.33333333333,15,18,15,7,13,14,8,12
"2017-10-16 00:58",7.33333333333,10,13,12,7,12,13,15,7
"2017-10-16 00:59",6.26666666667,14,15,13,8,15,6,16,18
"2017-10-16 01:00",5.46666666667,21,6,16,12,6,9,11,9
"2017-10-16 01:01",5.73333333333,17,8,15,13,7,11,13,9
"2017-10-16 01:02",6,16,8,14,14,13,12,15,9
"2017-10-16 01:03",5.2,9,10,18,6,13,11,8,19
"2017-10-16 01:04",4.93333333333,13,8,8,10,16,8,10,10
"2017-10-16 01:05",4.66666666667,11,8,11,11,8,12,10,12
"2017-10-16 01:06",4.93333333333,10,10,10,9,11,6,11,8
"2017-10-16 01:07",5.33333333333,5,9,6,10,9,10,7,10
"2017-10-16 01:08",5.06666666667,10,8,6,10,11,8,6,6
"2017-10-16 01:09",4.53333333333,7,6,7,1,7,7,11,7
"2017-10-16 01:10",3.86666666667,9,8,9,12,4,14,5,10
"2017-10-16 01:11",3.73333333333,8,7,10,11,9,10,8,5
"2017-10-16 01:12",4.26666666667,9,4,8,12,11,4,6,8
"2017-10-16 01:13",4.53333333333,9,6,10,9,11,1,5,7
"2017-10-16 01:14",4.66666666667,6,12,9,14,8,12,5,6
"2017-10-16 01:15",5.46666666667,10,8,3,11,7,4,7,9
"2017-10-16 01:16",5.33333333333,7,7,6,4,3,2,6,8
