"date","vol_det","vol_pred_15","vol_pred_30","vol_pred_45","vol_pred_60","vol_pred_75","vol_pred_90","vol_pred_105","vol_pred_120"
"2017-10-16 00:00",8.4,14,19,19,20,19,17,17,22
"2017-10-16 00:01",9.06666666667,17,15,11,12,13,16,13,15
"2017-10-16 00:02",9.2,17,12,16,20,14,9,7,12
"2017-10-16 00:03",8.93333333333,13,16,14,16,10,17,19,19
"2017-10-16 00:04",8.8,22,12,15,16,10,8,12,14
"2017-10-16 00:05",9.06666666667,13,16,21,20,15,12,12,12
"2017-10-16 00:06",8.93333333333,14,16,13,18,11,18,9,8
"2017-10-16 00:07",8,13,12,14,8,8,14,13,11
"2017-10-16 00:08",8.4,19,6,16,9,9,17,11,13
"2017-10-16 00:09",8.4,19,12,10,19,16,20,9,15
"2017-10-16 00:10",8.26666666667,9,10,9,15,18,12,12,17
"2017-10-16 00:11",8.4,15,14,12,18,10,19,11,10
"2017-10-16 00:12",8.53333333333,11,12,11,14,8,15,11,11
"2017-10-16 00:13",8.26666666667,10,7,11,8,12,13,8,7
"2017-10-16 00:14",8.26666666667,13,12,15,8,6,12,13,18
"2017-10-16 00:15",8.13333333333,14,15,14,17,15,8,12,19
"2017-10-16 00:16",7.46666666667,11,11,10,15,18,11,19,7
"2017-10-16 00:17",7.86666666667,16,6,13,14,10,8,17,24
"2017-10-16 00:18",8.53333333333,9,7,9,8,10,11,12,12
"2017-10-16 00:19",8.13333333333,10,8,16,11,11,16,13,15
"2017-10-16 00:20",8.13333333333,12,12,9,13,10,22,9,12
"2017-10-16 00:21",7.2,13,12,14,13,11,6,15,10
"2017-10-16 00:22",7.6,11,9,17,6,17,24,11,13
"2017-10-16 00:23",6.93333333333,16,18,13,15,10,8,15,12
"2017-10-16 00:24",6.53333333333,8,13,9,12,11,12,18,13
"2017-10-16 00:25",6.8,11,20,9,17,14,16,12,6
"2017-10-16 00:26",6.93333333333,7,15,17,10,19,9,14,7
"2017-10-16 00:27",6.8,12,7,12,9,14,13,8,14
"2017-10-16 00:28",6.66666666667,12,16,13,14,12,12,15,10
"2017-10-16 00:29",6.53333333333,9,13,7,17,15,9,13,10
"2017-10-16 00:30",6.53333333333,9,8,7,13,10,15,6,10
"2017-10-16 00:31",6.53333333333,7,7,6,10,14,9,20,11
"2017-10-16 00:32",5.73333333333,9,14,7,17,12,8,16,12
"2017-10-16 00:33",5.73333333333,6,16,14,9,10,14,11,8
"2017-10-16 00:34",6.26666666667,14,10,10,16,9,16,9,11
"2017-10-16 00:35",6.26666666667,11,14,12,13,7,13,9,6
"2017-10-16 00:36",6.8,13,8,7,8,15,8,11,10
"2017-10-16 00:37",6.8,9,6,21,15,7,8,14,13
"2017-10-16 00:38",7.33333333333,13,17,13,11,15,10,11,15
"2017-10-16 00:39",7.2,20,11,12,7,11,6,14,16
"2017-10-16 00:40",6.8,13,10,15,10,11,10,6,15
"2017-10-16 00:41",6.53333333333,9,13,12,16,16,12,14,10
"2017-10-16 00:42",6.53333333333,9,12,8,11,13,14,9,11
"2017-10-16 00:43",7.06666666667,10,7,14,10,12,9,8,17
"2017-10-16 00:44",7.33333333333,9,11,9,9,8,12,14,20
"2017-10-16 00:45",7.33333333333,11,17,10,14,11,6,14,9
"2017-10-16 00:46",7.2,7,11,15,13,11,12,16,17
"2017-10-16 00:47",8.13333333333,16,14,12,9,8,9,15,14
"2017-10-16 00:48",7.86666666667,11,15,8,15,12,19,12,10
"2017-10-16 00:49",7.6,13,12,12,14,15,11,5,10
"2017-10-16 00:50",7.73333333333,7,11,9,12,10,10,5,7
"2017-10-16 00:51",7.86666666667,7,8,14,16,8,4,10,9
"2017-10-16 00:52",7.46666666667,15,8,6,10,9,11,10,9
"2017-10-16 00:53",6.93333333333,17,10,11,10,9,10,13,9
"2017-10-16 00:54",7.46666666667,14,14,10,7,10,6,5,10
"2017-10-16 00:55",7.33333333333,11,14,15,3,11,12,5,13
"2017-10-16 00:56",7.33333333333,13,17,12,10,10,12,9,13
"2017-10-16 00:57",6.8,10,11,16,11,10,12,14,14
