"date","vol_det","vol_pred_15","vol_pred_30","vol_pred_45","vol_pred_60","vol_pred_75","vol_pred_90","vol_pred_105","vol_pred_120"
"2017-10-16 00:00",5.6,5,9,7,6,3,8,7,10
"2017-10-16 00:01",5.2,8,11,11,8,10,15,9,9
"2017-10-16 00:02",5.46666666667,9,8,10,14,9,11,11,16
"2017-10-16 00:03",5.33333333333,10,9,4,11,10,5,7,4
"2017-10-16 00:04",4.93333333333,7,7,6,8,4,5,10,5
"2017-10-16 00:05",4.93333333333,2,11,6,8,9,10,6,9
"2017-10-16 00:06",4.53333333333,6,10,12,9,7,11,5,9
"2017-10-16 00:07",4.4,7,12,5,8,8,5,7,10
"2017-10-16 00:08",4,7,7,9,4,6,3,7,4
"2017-10-16 00:09",4.13333333333,5,9,6,7,8,7,4,9
"2017-10-16 00:10",4.4,4,10,10,11,9,4,7,9
"2017-10-16 00:11",4.4,5,5,6,7,4,4,6,7
"2017-10-16 00:12",4.66666666667,8,6,5,5,5,7,7,4
"2017-10-16 00:13",5.33333333333,4,7,6,4,8,4,3,4
"2017-10-16 00:14",5.2,4,3,5,6,4,4,7,7
"2017-10-16 00:15",5.33333333333,4,8,7,5,3,6,10,7
"2017-10-16 00:16",5.73333333333,5,8,6,1,5,7,5,8
"2017-10-16 00:17",5.33333333333,3,9,7,5,4,3,2,2
"2017-10-16 00:18",5.33333333333,6,4,5,11,5,2,8,6
"2017-10-16 00:19",5.06666666667,4,4,4,4,7,9,6,7
"2017-10-16 00:20",5.06666666667,6,3,3,1,8,6,9,8
"2017-10-16 00:21",4.66666666667,7,4,3,3,5,5,2,5
"2017-10-16 00:22",4.4,4,7,7,5,6,3,7,3
"2017-10-16 00:23",4.4,8,3,10,3,4,7,3,4
"2017-10-16 00:24",4.4,9,8,5,6,7,4,8,6
"2017-10-16 00:25",3.86666666667,3,2,5,6,5,5,5,8
"2017-10-16 00:26",3.86666666667,5,3,5,5,6,7,4,3
"2017-10-16 00:27",3.6,6,10,3,7,5,3,7,8
"2017-10-16 00:28",3.06666666667,4,7,3,6,6,9,6,5
"2017-10-16 00:29",3.2,3,7,7,5,6,4,8,4
"2017-10-16 00:30",2.93333333333,5,4,6,5,9,4,6,3
"2017-10-16 00:31",2.93333333333,15,4,7,4,6,7,5,10
"2017-10-16 00:32",2.93333333333,6,2,9,2,6,5,7,7
"2017-10-16 00:33",3.06666666667,3,11,6,8,3,5,7,3
"2017-10-16 00:34",3.33333333333,8,7,5,6,3,7,6,6
"2017-10-16 00:35",3.33333333333,5,9,6,3,6,3,5,8
"2017-10-16 00:36",3.2,4,8,8,10,9,0,8,4
"2017-10-16 00:37",3.2,3,5,8,11,5,7,12,6
"2017-10-16 00:38",3.33333333333,8,7,6,5,6,8,8,6
"2017-10-16 00:39",3.2,5,6,9,8,3,9,2,6
"2017-10-16 00:40",3.2,5,12,4,7,5,8,3,8
"2017-10-16 00:41",3.06666666667,7,5,4,4,4,4,4,6
"2017-10-16 00:42",2.93333333333,7,5,5,8,3,4,9,7
"2017-10-16 00:43",2.93333333333,7,8,1,6,3,7,9,4
"2017-10-16 00:44",2.53333333333,5,5,6,3,4,6,7,7
