"date","vol_det","vol_pred_15","vol_pred_30","vol_pred_45","vol_pred_60","vol_pred_75","vol_pred_90","vol_pred_105","vol_pred_120"
"2017-10-16 00:00",10.8,12,10,12,12,18,18,12,10
"2017-10-16 00:01",11.4666666667,9,7,16,13,12,9,11,9
"2017-10-16 00:02",11.4666666667,9,10,10,13,10,11,6,9
"2017-10-16 00:03",12.1333333333,11,9,9,6,4,13,9,12
"2017-10-16 00:04",12,10,11,8,6,5,12,7,9
"2017-10-16 00:05",11.0666666667,8,10,6,7,8,6,7,9
"2017-10-16 00:06",10.6666666667,8,7,6,12,4,12,5,12
"2017-10-16 00:07",10,12,7,15,8,8,11,8,15
"2017-10-16 00:08",9.6,6,6,9,13,7,6,8,11
"2017-10-16 00:09",8.93333333333,8,10,4,10,9,8,4,5
"2017-10-16 00:10",9.06666666667,5,5,11,7,5,7,8,3
"2017-10-16 00:11",8.8,12,6,8,10,6,11,6,7
"2017-10-16 00:12",7.86666666667,9,5,7,7,8,11,5,8
"2017-10-16 00:13",7.73333333333,9,9,7,9,11,7,13,4
"2017-10-16 00:14",8.13333333333,7,5,3,10,6,4,8,5
"2017-10-16 00:15",8,7,7,10,8,12,9,17,9
"2017-10-16 00:16",6.93333333333,8,9,7,8,7,15,6,11
"2017-10-16 00:17",6.53333333333,8,10,15,7,9,14,12,4
"2017-10-16 00:18",6.13333333333,12,12,9,6,14,11,14,14
"2017-10-16 00:19",6.4,7,13,9,12,11,5,7,6
"2017-10-16 00:20",6.4,13,10,6,5,12,11,10,16
"2017-10-16 00:21",6.8,5,7,15,13,10,7,16,7
"2017-10-16 00:22",7.2,12,10,10,8,13,10,10,10
"2017-10-16 00:23",7.46666666667,10,10,9,12,11,10,8,8
"2017-10-16 00:24",7.6,13,13,10,12,13,9,12,20
"2017-10-16 00:25",7.46666666667,12,10,15,12,6,7,12,9
"2017-10-16 00:26",7.46666666667,12,8,15,8,11,8,13,10
"2017-10-16 00:27",8,9,8,11,18,9,5,9,16
"2017-10-16 00:28",7.86666666667,16,6,16,9,10,5,10,10
"2017-10-16 00:29",7.2,13,14,9,17,13,15,7,11
"2017-10-16 00:30",6.53333333333,9,14,14,14,8,5,6,15
"2017-10-16 00:31",7.2,15,12,11,12,10,7,11,10
