"date","sp_det","sp_pred_15","sp_pred_30","sp_pred_45","sp_pred_60","sp_pred_75","sp_pred_90","sp_pred_105","sp_pred_120"
"2017-10-16 00:00",67.3453333333,65,65,65,65,65,65,65,65
"2017-10-16 00:01",67.31,65,65,65,65,65,65,65,65
"2017-10-16 00:02",67.3593333333,65,65,65,65,65,65,65,65
"2017-10-16 00:03",67.4053333333,65,65,65,65,65,65,65,65
"2017-10-16 00:04",67.4533333333,65,65,65,65,65,65,65,65
"2017-10-16 00:05",67.5306666667,65,65,65,65,65,65,65,65
"2017-10-16 00:06",67.6173333333,65,65,65,65,65,65,65,65
"2017-10-16 00:07",67.7373333333,65,65,65,65,65,65,65,65
"2017-10-16 00:08",67.866,65,65,65,65,65,65,65,65
"2017-10-16 00:09",67.932,65,65,65,65,65,65,65,65
"2017-10-16 00:10",68.0446666667,65,65,65,65,65,65,65,65
"2017-10-16 00:11",68.152,65,65,65,65,65,65,65,65
"2017-10-16 00:12",68.3093333333,65,65,65,65,65,65,65,65
"2017-10-16 00:13",68.5166666667,65,65,65,65,65,65,65,65
"2017-10-16 00:14",68.5913333333,65,65,65,65,65,65,65,65
"2017-10-16 00:15",68.69,65,65,65,65,65,65,65,65
"2017-10-16 00:16",68.6806666667,65,65,65,65,65,65,65,65
"2017-10-16 00:17",68.606,65,65,65,65,65,65,65,65
"2017-10-16 00:18",68.4906666667,65,65,65,65,65,65,65,65
"2017-10-16 00:19",68.3666666667,65,65,65,65,65,65,65,65
"2017-10-16 00:20",68.3666666667,65,65,65,65,65,65,65,65
"2017-10-16 00:21",68.2306666667,65,65,65,65,65,65,65,65
"2017-10-16 00:22",68.1073333333,65,65,65,65,65,65,65,65
"2017-10-16 00:23",68.0106666667,65,65,65,65,65,65,65,65
"2017-10-16 00:24",67.9173333333,65,65,65,65,65,65,65,65
"2017-10-16 00:25",67.76,65,65,65,65,65,65,65,65
"2017-10-16 00:26",67.6773333333,65,65,65,65,65,65,65,65
"2017-10-16 00:27",67.564,65,65,65,65,65,65,65,65
"2017-10-16 00:28",67.358,65,65,65,65,65,65,65,65
"2017-10-16 00:29",67.2733333333,65,65,65,65,65,65,65,65
"2017-10-16 00:30",67.1226666667,65,65,65,65,65,65,65,65
"2017-10-16 00:31",67.0846666667,65,65,65,65,65,65,65,65
"2017-10-16 00:32",67.044,65,65,65,65,65,65,65,65
"2017-10-16 00:33",67.1,65,65,65,65,65,65,65,65
"2017-10-16 00:34",67.1186666667,65,65,65,65,65,65,65,65
"2017-10-16 00:35",67.1186666667,65,65,65,65,65,65,65,65
"2017-10-16 00:36",67.1693333333,65,65,65,65,65,65,65,65
"2017-10-16 00:37",67.2133333333,65,65,65,65,65,65,65,65
"2017-10-16 00:38",67.188,65,65,65,65,65,65,65,65
"2017-10-16 00:39",67.194,65,65,65,65,65,65,65,65
"2017-10-16 00:40",67.2633333333,65,65,65,65,65,65,65,65
"2017-10-16 00:41",67.2806666667,65,65,65,65,65,65,65,65
"2017-10-16 00:42",67.3926666667,65,65,65,65,65,65,65,65
"2017-10-16 00:43",67.546,65,65,65,65,65,65,65,65
"2017-10-16 00:44",67.7473333333,65,65,65,65,65,65,65,65
"2017-10-16 00:45",68.034,65,65,65,65,65,65,65,65
"2017-10-16 00:46",68.2106666667,65,65,65,65,65,65,65,65
"2017-10-16 00:47",68.3673333333,65,65,65,65,65,65,65,65
"2017-10-16 00:48",68.4806666667,65,65,65,65,65,65,65,65
"2017-10-16 00:49",68.6326666667,65,65,65,65,65,65,65,65
"2017-10-16 00:50",68.7506666667,65,65,65,65,65,65,65,65
"2017-10-16 00:51",68.832,65,65,65,65,65,65,65,65
"2017-10-16 00:52",68.9326666667,65,65,65,65,65,65,65,65
"2017-10-16 00:53",69.0666666667,65,65,65,65,65,65,65,65
"2017-10-16 00:54",69.1593333333,65,65,65,65,65,65,65,65
"2017-10-16 00:55",69.2206666667,65,65,65,65,65,65,65,65
"2017-10-16 00:56",69.2206666667,65,65,65,65,65,65,65,65
"2017-10-16 00:57",69.2286666667,65,65,65,65,65,65,65,65
"2017-10-16 00:58",69.2286666667,65,65,65,65,65,65,65,65
"2017-10-16 00:59",69.0253333333,65,65,65,65,65,65,65,65
"2017-10-16 01:00",68.878,65,65,65,65,65,65,65,65
"2017-10-16 01:01",68.8006666667,65,65,65,65,65,65,65,65
"2017-10-16 01:02",68.6693333333,65,65,65,65,65,65,65,65
"2017-10-16 01:03",68.542,65,65,65,65,65,65,65,65
"2017-10-16 01:04",68.434,65,65,65,65,65,65,65,65
"2017-10-16 01:05",68.3253333333,65,65,65,65,65,65,65,65
"2017-10-16 01:06",68.2673333333,65,65,65,65,65,65,65,65
"2017-10-16 01:07",68.188,65,65,65,65,65,65,65,65
"2017-10-16 01:08",68.1446666667,65,65,65,65,65,65,65,65
"2017-10-16 01:09",68.1113333333,65,65,65,65,65,65,65,65
"2017-10-16 01:10",68.1086666667,65,65,65,65,65,65,65,65
"2017-10-16 01:11",68.0726666667,65,65,65,65,65,65,65,65
"2017-10-16 01:12",67.96,65,65,65,65,65,65,65,65
"2017-10-16 01:13",67.816,65,65,65,65,65,65,65,65
"2017-10-16 01:14",67.7153333333,65,65,65,65,65,65,65,65
"2017-10-16 01:15",67.5886666667,65,65,65,65,65,65,65,65
"2017-10-16 01:16",67.434,65,65,65,65,65,65,65,65
"2017-10-16 01:17",67.238,65,65,65,65,65,65,65,65
"2017-10-16 01:18",67.0946666667,65,65,65,65,65,65,65,65
"2017-10-16 01:19",66.958,65,65,65,65,65,65,65,65
"2017-10-16 01:20",66.958,65,65,65,65,65,65,65,65
"2017-10-16 01:21",66.816,65,65,65,65,65,65,65,65
"2017-10-16 01:22",66.5373333333,65,65,65,65,65,65,65,65
"2017-10-16 01:23",66.4726666667,65,65,65,65,65,65,65,65
"2017-10-16 01:24",66.3053333333,65,65,65,65,65,65,65,65
"2017-10-16 01:25",66.3053333333,65,65,65,65,65,65,65,65
"2017-10-16 01:26",66.1506666667,65,65,65,65,65,65,65,65
"2017-10-16 01:27",66.1673333333,65,65,65,65,65,65,65,65
"2017-10-16 01:28",66.184,65,65,65,65,65,65,65,65
"2017-10-16 01:29",66.1993333333,65,65,65,65,65,65,65,65
"2017-10-16 01:30",66.2086666667,65,65,65,65,65,65,65,65
"2017-10-16 01:31",66.2893333333,65,65,65,65,65,65,65,65
"2017-10-16 01:32",66.4853333333,65,65,65,65,65,65,65,65
"2017-10-16 01:33",66.6206666667,65,65,65,65,65,65,65,65
"2017-10-16 01:34",66.7086666667,65,65,65,65,65,65,65,65
"2017-10-16 01:35",66.8266666667,65,65,65,65,65,65,65,65
"2017-10-16 01:36",66.928,65,65,65,65,65,65,65,65
"2017-10-16 01:37",67.0653333333,65,65,65,65,65,65,65,65
"2017-10-16 01:38",67.128,65,65,65,65,65,65,65,65
"2017-10-16 01:39",67.2933333333,65,65,65,65,65,65,65,65
"2017-10-16 01:40",67.398,65,65,65,65,65,65,65,65
"2017-10-16 01:41",67.4406666667,65,65,65,65,65,65,65,65
"2017-10-16 01:42",67.4993333333,65,65,65,65,65,65,65,65
"2017-10-16 01:43",67.5013333333,65,65,65,65,65,65,65,65
"2017-10-16 01:44",67.5026666667,65,65,65,65,65,65,65,65
"2017-10-16 01:45",67.47,65,65,65,65,65,65,65,65
"2017-10-16 01:46",67.3853333333,65,65,65,65,65,65,65,65
"2017-10-16 01:47",67.28,65,65,65,65,65,65,65,65
"2017-10-16 01:48",67.2106666667,65,65,65,65,65,65,65,65
"2017-10-16 01:49",67.132,65,65,65,65,65,65,65,65
"2017-10-16 01:50",67.034,65,65,65,65,65,65,65,65
"2017-10-16 01:51",66.9073333333,65,65,65,65,65,65,65,65
"2017-10-16 01:52",66.7446666667,65,65,65,65,65,65,65,65
"2017-10-16 01:53",66.5733333333,65,65,65,65,65,65,65,65
"2017-10-16 01:54",66.3713333333,65,65,65,65,65,65,65,65
"2017-10-16 01:55",66.2366666667,65,65,65,65,65,65,65,65
"2017-10-16 01:56",66.2366666667,65,65,65,65,65,65,65,65
"2017-10-16 01:57",65.9126666667,65,65,65,65,65,65,65,65
"2017-10-16 01:58",65.9126666667,65,65,65,65,65,65,65,65
"2017-10-16 01:59",65.7566666667,65,65,65,65,65,65,65,65
"2017-10-16 02:00",65.7813333333,65,65,65,65,65,65,65,65
"2017-10-16 02:01",65.7866666667,65,65,65,65,65,65,65,65
"2017-10-16 02:02",65.8586666667,65,65,65,65,65,65,65,65
"2017-10-16 02:03",65.8953333333,65,65,65,65,65,65,65,65
"2017-10-16 02:04",65.9233333333,65,65,65,65,65,65,65,65
"2017-10-16 02:05",65.9406666667,65,65,65,65,65,65,65,65
"2017-10-16 02:06",65.998,65,65,65,65,65,65,65,65
"2017-10-16 02:07",66.0553333333,65,65,65,65,65,65,65,65
"2017-10-16 02:08",66.1213333333,65,65,65,65,65,65,65,65
"2017-10-16 02:09",66.1826666667,65,65,65,65,65,65,65,65
"2017-10-16 02:10",66.156,65,65,65,65,65,65,65,65
"2017-10-16 02:11",66.1853333333,65,65,65,65,65,65,65,65
"2017-10-16 02:12",66.2146666667,65,65,65,65,65,65,65,65
"2017-10-16 02:13",66.2153333333,65,65,65,65,65,65,65,65
"2017-10-16 02:14",66.176,65,65,65,65,65,65,65,65
"2017-10-16 02:15",66.0633333333,65,65,65,65,65,65,65,65
"2017-10-16 02:16",65.9793333333,65,65,65,65,65,65,65,65
"2017-10-16 02:17",65.8493333333,65,65,65,65,65,65,65,65
"2017-10-16 02:18",65.7133333333,65,65,65,65,65,65,65,65
"2017-10-16 02:19",65.606,65,65,65,65,65,65,65,65
"2017-10-16 02:20",65.472,65,65,65,65,65,65,65,65
"2017-10-16 02:21",65.344,65,65,65,65,65,65,65,65
"2017-10-16 02:22",65.2406666667,65,65,65,65,65,65,65,65
"2017-10-16 02:23",65.1373333333,65,65,65,65,65,65,65,65
"2017-10-16 02:24",65.112,65,65,65,65,65,65,65,65
"2017-10-16 02:25",65.112,65,65,65,65,65,65,65,65
"2017-10-16 02:26",65.1826666667,65,65,65,65,65,65,65,65
"2017-10-16 02:27",65.194,65,65,65,65,65,65,65,65
"2017-10-16 02:28",65.194,65,65,65,65,65,65,65,65
"2017-10-16 02:29",65.1578571429,65,65,65,65,65,65,65,65
"2017-10-16 02:30",65.2621428571,65,65,65,65,65,65,65,65
"2017-10-16 02:31",65.2942857143,65,65,65,65,65,65,65,65
"2017-10-16 02:32",65.3007142857,65,65,65,65,65,65,65,65
"2017-10-16 02:33",65.3271428571,65,65,65,65,65,65,65,65
"2017-10-16 02:34",65.3907142857,65,65,65,65,65,65,65,65
"2017-10-16 02:35",65.4735714286,65,65,65,65,65,65,65,65
"2017-10-16 02:36",65.5035714286,65,65,65,65,65,65,65,65
"2017-10-16 02:37",65.4892857143,65,65,65,65,65,65,65,65
"2017-10-16 02:38",65.475,65,65,65,65,65,65,65,65
"2017-10-16 02:39",65.4457142857,65,65,65,65,65,65,65,65
"2017-10-16 02:40",65.34,65,65,65,65,65,65,65,65
"2017-10-16 02:41",65.4235714286,65,65,65,65,65,65,65,65
"2017-10-16 02:42",65.5246666667,65,65,65,65,65,65,65,65
"2017-10-16 02:43",65.6173333333,65,65,65,65,65,65,65,65
"2017-10-16 02:44",65.6753333333,65,65,65,65,65,65,65,65
"2017-10-16 02:45",65.668,65,65,65,65,65,65,65,65
"2017-10-16 02:46",65.684,65,65,65,65,65,65,65,65
"2017-10-16 02:47",65.724,65,65,65,65,65,65,65,65
"2017-10-16 02:48",65.7693333333,65,65,65,65,65,65,65,65
"2017-10-16 02:49",65.7913333333,65,65,65,65,65,65,65,65
"2017-10-16 02:50",65.8273333333,65,65,65,65,65,65,65,65
"2017-10-16 02:51",65.886,65,65,65,65,65,65,65,65
"2017-10-16 02:52",65.9973333333,65,65,65,65,65,65,65,65
"2017-10-16 02:53",66.102,65,65,65,65,65,65,65,65
"2017-10-16 02:54",66.1506666667,65,65,65,65,65,65,65,65
"2017-10-16 02:55",66.196,65,65,65,65,65,65,65,65
"2017-10-16 02:56",66.196,65,65,65,65,65,65,65,65
"2017-10-16 02:57",66.0073333333,65,65,65,65,65,65,65,65
"2017-10-16 02:58",66.0073333333,65,65,65,65,65,65,65,65
"2017-10-16 02:59",65.8346666667,65,65,65,65,65,65,65,65
"2017-10-16 03:00",65.8546666667,65,65,65,65,65,65,65,65
"2017-10-16 03:01",65.888,65,65,65,65,65,65,65,65
"2017-10-16 03:02",65.9386666667,65,65,65,65,65,65,65,65
"2017-10-16 03:03",66.0333333333,65,65,65,65,65,65,65,65
"2017-10-16 03:04",66.124,65,65,65,65,65,65,65,65
"2017-10-16 03:05",66.2006666667,65,65,65,65,65,65,65,65
"2017-10-16 03:06",66.3166666667,65,65,65,65,65,65,65,65
"2017-10-16 03:07",66.3406666667,65,65,65,65,65,65,65,65
"2017-10-16 03:08",66.3986666667,65,65,65,65,65,65,65,65
"2017-10-16 03:09",66.4866666667,65,65,65,65,65,65,65,65
"2017-10-16 03:10",66.4866666667,65,65,65,65,65,65,65,65
"2017-10-16 03:11",66.6006666667,65,65,65,65,65,65,65,65
"2017-10-16 03:12",66.622,65,65,65,65,65,65,65,65
"2017-10-16 03:13",66.6506666667,65,65,65,65,65,65,65,65
"2017-10-16 03:14",66.6846666667,65,65,65,65,65,65,65,65
"2017-10-16 03:15",66.684,65,65,65,65,65,65,65,65
"2017-10-16 03:16",66.6226666667,65,65,65,65,65,65,65,65
"2017-10-16 03:17",66.5566666667,65,65,65,65,65,65,65,65
"2017-10-16 03:18",66.4953333333,65,65,65,65,65,65,65,65
"2017-10-16 03:19",66.436,65,65,65,65,65,65,65,65
"2017-10-16 03:20",66.3906666667,65,65,65,65,65,65,65,65
"2017-10-16 03:21",66.368,65,65,65,65,65,65,65,65
"2017-10-16 03:22",66.3733333333,65,65,65,65,65,65,65,65
"2017-10-16 03:23",66.3166666667,65,65,65,65,65,65,65,65
"2017-10-16 03:24",66.1826666667,65,65,65,65,65,65,65,65
"2017-10-16 03:25",66.0726666667,65,65,65,65,65,65,65,65
"2017-10-16 03:26",66.0413333333,65,65,65,65,65,65,65,65
"2017-10-16 03:27",66.0353333333,65,65,65,65,65,65,65,65
"2017-10-16 03:28",66.026,65,65,65,65,65,65,65,65
"2017-10-16 03:29",66.026,65,65,65,65,65,65,65,65
"2017-10-16 03:30",65.9493333333,65,65,65,65,65,65,65,65
"2017-10-16 03:31",66.0186666667,65,65,65,65,65,65,65,65
"2017-10-16 03:32",66.0753333333,65,65,65,65,65,65,65,65
"2017-10-16 03:33",66.1313333333,65,65,65,65,65,65,65,65
"2017-10-16 03:34",66.1873333333,65,65,65,65,65,65,65,65
"2017-10-16 03:35",66.2433333333,65,65,65,65,65,65,65,65
"2017-10-16 03:36",66.216,65,65,65,65,65,65,65,65
"2017-10-16 03:37",66.208,65,65,65,65,65,65,65,65
"2017-10-16 03:38",66.238,65,65,65,65,65,65,65,65
