"abs_error_sp_15min","abs_error_sp_30min","abs_error_sp_45min","abs_error_sp_60min","abs_error_sp_75min","abs_error_sp_90min","abs_error_sp_105min","abs_error_sp_120min","rel_error_sp_15min","rel_error_sp_30min","rel_error_sp_45min","rel_error_sp_60min","rel_error_sp_75min","rel_error_sp_90min","rel_error_sp_105min","rel_error_sp_120min"
2.632,2.632,2.632,2.632,2.632,2.632,2.632,2.632,4.22011287839918,4.22011287839918,4.22011287839918,4.22011287839918,4.22011287839918,4.22011287839918,4.22011287839918,4.22011287839918
2.7206666667,2.7206666667,2.7206666667,2.7206666667,2.7206666667,2.7206666667,2.7206666667,2.7206666667,4.36849034998467,4.36849034998467,4.36849034998467,4.36849034998467,4.36849034998467,4.36849034998467,4.36849034998467,4.36849034998467
2.7286666667,2.7286666667,2.7286666667,2.7286666667,2.7286666667,2.7286666667,2.7286666667,2.7286666667,4.38189857296797,4.38189857296797,4.38189857296797,4.38189857296797,4.38189857296797,4.38189857296797,4.38189857296797,4.38189857296797
2.682,2.682,2.682,2.682,2.682,2.682,2.682,2.682,4.30373246894959,4.30373246894959,4.30373246894959,4.30373246894959,4.30373246894959,4.30373246894959,4.30373246894959,4.30373246894959
2.7106666667,2.7106666667,2.7106666667,2.7106666667,2.7106666667,2.7106666667,2.7106666667,2.7106666667,4.35173491454093,4.35173491454093,4.35173491454093,4.35173491454093,4.35173491454093,4.35173491454093,4.35173491454093,4.35173491454093
2.7286666667,2.7286666667,2.7286666667,2.7286666667,2.7286666667,2.7286666667,2.7286666667,2.7286666667,4.38189857296797,4.38189857296797,4.38189857296797,4.38189857296797,4.38189857296797,4.38189857296797,4.38189857296797,4.38189857296797
2.6966666667,2.6966666667,2.6966666667,2.6966666667,2.6966666667,2.6966666667,2.6966666667,2.6966666667,4.32828634107555,4.32828634107555,4.32828634107555,4.32828634107555,4.32828634107555,4.32828634107555,4.32828634107555,4.32828634107555
2.75,2.75,2.75,2.75,2.75,2.75,2.75,2.75,4.41767068273092,4.41767068273092,4.41767068273092,4.41767068273092,4.41767068273092,4.41767068273092,4.41767068273092,4.41767068273092
2.8673333333,2.8673333333,2.8673333333,2.8673333333,2.8673333333,2.8673333333,2.8673333333,2.8673333333,4.61485638252309,4.61485638252309,4.61485638252309,4.61485638252309,4.61485638252309,4.61485638252309,4.61485638252309,4.61485638252309
2.9726666667,2.9726666667,2.9726666667,2.9726666667,2.9726666667,2.9726666667,2.9726666667,2.9726666667,4.79251082861577,4.79251082861577,4.79251082861577,4.79251082861577,4.79251082861577,4.79251082861577,4.79251082861577,4.79251082861577
3.0026666667,3.0026666667,3.0026666667,3.0026666667,3.0026666667,3.0026666667,3.0026666667,3.0026666667,4.84321906324189,4.84321906324189,4.84321906324189,4.84321906324189,4.84321906324189,4.84321906324189,4.84321906324189,4.84321906324189
2.9613333333,2.9613333333,2.9613333333,2.9613333333,2.9613333333,2.9613333333,2.9613333333,2.9613333333,4.77336714731416,4.77336714731416,4.77336714731416,4.77336714731416,4.77336714731416,4.77336714731416,4.77336714731416,4.77336714731416
2.934,2.934,2.934,2.934,2.934,2.934,2.934,2.934,4.72722585634647,4.72722585634647,4.72722585634647,4.72722585634647,4.72722585634647,4.72722585634647,4.72722585634647,4.72722585634647
2.836,2.836,2.836,2.836,2.836,2.836,2.836,2.836,4.56212598931857,4.56212598931857,4.56212598931857,4.56212598931857,4.56212598931857,4.56212598931857,4.56212598931857,4.56212598931857
2.82,2.82,2.82,2.82,2.82,2.82,2.82,2.82,4.53522032807977,4.53522032807977,4.53522032807977,4.53522032807977,4.53522032807977,4.53522032807977,4.53522032807977,4.53522032807977
2.856,2.856,2.856,2.856,2.856,2.856,2.856,2.856,4.59577754891864,4.59577754891864,4.59577754891864,4.59577754891864,4.59577754891864,4.59577754891864,4.59577754891864,4.59577754891864
2.828,2.828,2.828,2.828,2.828,2.828,2.828,2.828,4.54867142765232,4.54867142765232,4.54867142765232,4.54867142765232,4.54867142765232,4.54867142765232,4.54867142765232,4.54867142765232
2.8733333333,2.8733333333,2.8733333333,2.8733333333,2.8733333333,2.8733333333,2.8733333333,2.8733333333,4.62495975957473,4.62495975957473,4.62495975957473,4.62495975957473,4.62495975957473,4.62495975957473,4.62495975957473,4.62495975957473
2.976,2.976,2.976,2.976,2.976,2.976,2.976,2.976,4.79814265445634,4.79814265445634,4.79814265445634,4.79814265445634,4.79814265445634,4.79814265445634,4.79814265445634,4.79814265445634
3.102,3.102,3.102,3.102,3.102,3.102,3.102,3.102,5.01147048369898,5.01147048369898,5.01147048369898,5.01147048369898,5.01147048369898,5.01147048369898,5.01147048369898,5.01147048369898
3.102,3.102,3.102,3.102,3.102,3.102,3.102,3.102,5.01147048369898,5.01147048369898,5.01147048369898,5.01147048369898,5.01147048369898,5.01147048369898,5.01147048369898,5.01147048369898
3.4206666667,3.4206666667,3.4206666667,3.4206666667,3.4206666667,3.4206666667,3.4206666667,3.4206666667,5.55489395798675,5.55489395798675,5.55489395798675,5.55489395798675,5.55489395798675,5.55489395798675,5.55489395798675,5.55489395798675
3.4986666667,3.4986666667,3.4986666667,3.4986666667,3.4986666667,3.4986666667,3.4986666667,3.4986666667,5.68876555527559,5.68876555527559,5.68876555527559,5.68876555527559,5.68876555527559,5.68876555527559,5.68876555527559,5.68876555527559
3.5226666667,3.5226666667,3.5226666667,3.5226666667,3.5226666667,3.5226666667,3.5226666667,3.5226666667,5.73002515838126,5.73002515838126,5.73002515838126,5.73002515838126,5.73002515838126,5.73002515838126,5.73002515838126,5.73002515838126
3.4546666667,3.4546666667,3.4546666667,3.4546666667,3.4546666667,3.4546666667,3.4546666667,3.4546666667,5.61320652532855,5.61320652532855,5.61320652532855,5.61320652532855,5.61320652532855,5.61320652532855,5.61320652532855,5.61320652532855
3.4093333333,3.4093333333,3.4093333333,3.4093333333,3.4093333333,3.4093333333,3.4093333333,3.4093333333,5.53547074226314,5.53547074226314,5.53547074226314,5.53547074226314,5.53547074226314,5.53547074226314,5.53547074226314,5.53547074226314
3.398,3.398,3.398,3.398,3.398,3.398,3.398,3.398,5.51605467354957,5.51605467354957,5.51605467354957,5.51605467354957,5.51605467354957,5.51605467354957,5.51605467354957,5.51605467354957
3.3433333333,3.3433333333,3.3433333333,3.3433333333,3.3433333333,3.3433333333,3.3433333333,3.3433333333,5.42250094604238,5.42250094604238,5.42250094604238,5.42250094604238,5.42250094604238,5.42250094604238,5.42250094604238,5.42250094604238
3.372,3.372,3.372,3.372,3.372,3.372,3.372,3.372,5.47153891088466,5.47153891088466,5.47153891088466,5.47153891088466,5.47153891088466,5.47153891088466,5.47153891088466,5.47153891088466
3.404,3.404,3.404,3.404,3.404,3.404,3.404,3.404,5.52633287875837,5.52633287875837,5.52633287875837,5.52633287875837,5.52633287875837,5.52633287875837,5.52633287875837,5.52633287875837
3.4493333333,3.4493333333,3.4493333333,3.4493333333,3.4493333333,3.4493333333,3.4493333333,3.4493333333,5.60405519566232,5.60405519566232,5.60405519566232,5.60405519566232,5.60405519566232,5.60405519566232,5.60405519566232,5.60405519566232
3.5186666667,3.5186666667,3.5186666667,3.5186666667,3.5186666667,3.5186666667,3.5186666667,3.5186666667,5.72314632089183,5.72314632089183,5.72314632089183,5.72314632089183,5.72314632089183,5.72314632089183,5.72314632089183,5.72314632089183
3.5186666667,3.5186666667,3.5186666667,3.5186666667,3.5186666667,3.5186666667,3.5186666667,3.5186666667,5.72314632089183,5.72314632089183,5.72314632089183,5.72314632089183,5.72314632089183,5.72314632089183,5.72314632089183,5.72314632089183
3.4426666667,3.4426666667,3.4426666667,3.4426666667,3.4426666667,3.4426666667,3.4426666667,3.4426666667,5.59261826378963,5.59261826378963,5.59261826378963,5.59261826378963,5.59261826378963,5.59261826378963,5.59261826378963,5.59261826378963
3.2806666667,3.2806666667,3.2806666667,3.2806666667,3.2806666667,3.2806666667,3.2806666667,3.2806666667,5.31546030963032,5.31546030963032,5.31546030963032,5.31546030963032,5.31546030963032,5.31546030963032,5.31546030963032,5.31546030963032
3.2806666667,3.2806666667,3.2806666667,3.2806666667,3.2806666667,3.2806666667,3.2806666667,3.2806666667,5.31546030963032,5.31546030963032,5.31546030963032,5.31546030963032,5.31546030963032,5.31546030963032,5.31546030963032,5.31546030963032
3.0473333333,3.0473333333,3.0473333333,3.0473333333,3.0473333333,3.0473333333,3.0473333333,3.0473333333,4.91880898314578,4.91880898314578,4.91880898314578,4.91880898314578,4.91880898314578,4.91880898314578,4.91880898314578,4.91880898314578
2.97,2.97,2.97,2.97,2.97,2.97,2.97,2.97,4.7880058036434,4.7880058036434,4.7880058036434,4.7880058036434,4.7880058036434,4.7880058036434,4.7880058036434,4.7880058036434
2.9006666667,2.9006666667,2.9006666667,2.9006666667,2.9006666667,2.9006666667,2.9006666667,2.9006666667,4.67101096098974,4.67101096098974,4.67101096098974,4.67101096098974,4.67101096098974,4.67101096098974,4.67101096098974,4.67101096098974
3.0093333333,3.0093333333,3.0093333333,3.0093333333,3.0093333333,3.0093333333,3.0093333333,3.0093333333,4.8544942248807,4.8544942248807,4.8544942248807,4.8544942248807,4.8544942248807,4.8544942248807,4.8544942248807,4.8544942248807
3.0613333333,3.0613333333,3.0613333333,3.0613333333,3.0613333333,3.0613333333,3.0613333333,3.0613333333,4.94252378691558,4.94252378691558,4.94252378691558,4.94252378691558,4.94252378691558,4.94252378691558,4.94252378691558,4.94252378691558
3.0986666667,3.0986666667,3.0986666667,3.0986666667,3.0986666667,3.0986666667,3.0986666667,3.0986666667,5.00581570677261,5.00581570677261,5.00581570677261,5.00581570677261,5.00581570677261,5.00581570677261,5.00581570677261,5.00581570677261
3.0866666667,3.0866666667,3.0866666667,3.0866666667,3.0866666667,3.0866666667,3.0866666667,3.0866666667,4.98546355125712,4.98546355125712,4.98546355125712,4.98546355125712,4.98546355125712,4.98546355125712,4.98546355125712,4.98546355125712
3.0646666667,3.0646666667,3.0646666667,3.0646666667,3.0646666667,3.0646666667,3.0646666667,3.0646666667,4.94817174908504,4.94817174908504,4.94817174908504,4.94817174908504,4.94817174908504,4.94817174908504,4.94817174908504,4.94817174908504
3.0886666667,3.0886666667,3.0886666667,3.0886666667,3.0886666667,3.0886666667,3.0886666667,3.0886666667,4.98885502929188,4.98885502929188,4.98885502929188,4.98885502929188,4.98885502929188,4.98885502929188,4.98885502929188,4.98885502929188
2.9886666667,2.9886666667,2.9886666667,2.9886666667,2.9886666667,2.9886666667,2.9886666667,2.9886666667,4.8195491147343,4.8195491147343,4.8195491147343,4.8195491147343,4.8195491147343,4.8195491147343,4.8195491147343,4.8195491147343
2.8973333333,2.8973333333,2.8973333333,2.8973333333,2.8973333333,2.8973333333,2.8973333333,2.8973333333,4.66539279037686,4.66539279037686,4.66539279037686,4.66539279037686,4.66539279037686,4.66539279037686,4.66539279037686,4.66539279037686
2.8666666667,2.8666666667,2.8666666667,2.8666666667,2.8666666667,2.8666666667,2.8666666667,2.8666666667,4.61373390563552,4.61373390563552,4.61373390563552,4.61373390563552,4.61373390563552,4.61373390563552,4.61373390563552,4.61373390563552
2.8366666667,2.8366666667,2.8366666667,2.8366666667,2.8366666667,2.8366666667,2.8366666667,2.8366666667,4.56324735916379,4.56324735916379,4.56324735916379,4.56324735916379,4.56324735916379,4.56324735916379,4.56324735916379,4.56324735916379
2.8586666667,2.8586666667,2.8586666667,2.8586666667,2.8586666667,2.8586666667,2.8586666667,2.8586666667,4.60026606022004,4.60026606022004,4.60026606022004,4.60026606022004,4.60026606022004,4.60026606022004,4.60026606022004,4.60026606022004
2.8386666667,2.8386666667,2.8386666667,2.8386666667,2.8386666667,2.8386666667,2.8386666667,2.8386666667,4.56661161284859,4.56661161284859,4.56661161284859,4.56661161284859,4.56661161284859,4.56661161284859,4.56661161284859,4.56661161284859
2.826,2.826,2.826,2.826,2.826,2.826,2.826,2.826,4.5453083282401,4.5453083282401,4.5453083282401,4.5453083282401,4.5453083282401,4.5453083282401,4.5453083282401,4.5453083282401
2.8593333333,2.8593333333,2.8593333333,2.8593333333,2.8593333333,2.8593333333,2.8593333333,2.8593333333,4.60138824811203,4.60138824811203,4.60138824811203,4.60138824811203,4.60138824811203,4.60138824811203,4.60138824811203,4.60138824811203
2.8326666667,2.8326666667,2.8326666667,2.8326666667,2.8326666667,2.8326666667,2.8326666667,2.8326666667,4.55651950118742,4.55651950118742,4.55651950118742,4.55651950118742,4.55651950118742,4.55651950118742,4.55651950118742,4.55651950118742
2.7193333333,2.7193333333,2.7193333333,2.7193333333,2.7193333333,2.7193333333,2.7193333333,2.7193333333,4.36625598093343,4.36625598093343,4.36625598093343,4.36625598093343,4.36625598093343,4.36625598093343,4.36625598093343,4.36625598093343
2.6126666667,2.6126666667,2.6126666667,2.6126666667,2.6126666667,2.6126666667,2.6126666667,2.6126666667,4.18781590285645,4.18781590285645,4.18781590285645,4.18781590285645,4.18781590285645,4.18781590285645,4.18781590285645,4.18781590285645
2.6126666667,2.6126666667,2.6126666667,2.6126666667,2.6126666667,2.6126666667,2.6126666667,2.6126666667,4.18781590285645,4.18781590285645,4.18781590285645,4.18781590285645,4.18781590285645,4.18781590285645,4.18781590285645,4.18781590285645
2.738,2.738,2.738,2.738,2.738,2.738,2.738,2.738,4.39754585461437,4.39754585461437,4.39754585461437,4.39754585461437,4.39754585461437,4.39754585461437,4.39754585461437,4.39754585461437
2.738,2.738,2.738,2.738,2.738,2.738,2.738,2.738,4.39754585461437,4.39754585461437,4.39754585461437,4.39754585461437,4.39754585461437,4.39754585461437,4.39754585461437,4.39754585461437
2.842,2.842,2.842,2.842,2.842,2.842,2.842,2.842,4.57221918337141,4.57221918337141,4.57221918337141,4.57221918337141,4.57221918337141,4.57221918337141,4.57221918337141,4.57221918337141
3.0126666667,3.0126666667,3.0126666667,3.0126666667,3.0126666667,3.0126666667,3.0126666667,3.0126666667,4.86013271534231,4.86013271534231,4.86013271534231,4.86013271534231,4.86013271534231,4.86013271534231,4.86013271534231,4.86013271534231
3.18,3.18,3.18,3.18,3.18,3.18,3.18,3.18,5.14396635393077,5.14396635393077,5.14396635393077,5.14396635393077,5.14396635393077,5.14396635393077,5.14396635393077,5.14396635393077
3.2,3.2,3.2,3.2,3.2,3.2,3.2,3.2,5.1779935275081,5.1779935275081,5.1779935275081,5.1779935275081,5.1779935275081,5.1779935275081,5.1779935275081,5.1779935275081
3.1886666667,3.1886666667,3.1886666667,3.1886666667,3.1886666667,3.1886666667,3.1886666667,3.1886666667,5.15870875896824,5.15870875896824,5.15870875896824,5.15870875896824,5.15870875896824,5.15870875896824,5.15870875896824,5.15870875896824
3.1966666667,3.1966666667,3.1966666667,3.1966666667,3.1966666667,3.1966666667,3.1966666667,3.1966666667,5.17232080260243,5.17232080260243,5.17232080260243,5.17232080260243,5.17232080260243,5.17232080260243,5.17232080260243,5.17232080260243
3.26,3.26,3.26,3.26,3.26,3.26,3.26,3.26,5.28020732102364,5.28020732102364,5.28020732102364,5.28020732102364,5.28020732102364,5.28020732102364,5.28020732102364,5.28020732102364
3.3193333333,3.3193333333,3.3193333333,3.3193333333,3.3193333333,3.3193333333,3.3193333333,3.3193333333,5.38148096102216,5.38148096102216,5.38148096102216,5.38148096102216,5.38148096102216,5.38148096102216,5.38148096102216,5.38148096102216
3.334,3.334,3.334,3.334,3.334,3.334,3.334,3.334,5.40654493562093,5.40654493562093,5.40654493562093,5.40654493562093,5.40654493562093,5.40654493562093,5.40654493562093,5.40654493562093
3.4313333333,3.4313333333,3.4313333333,3.4313333333,3.4313333333,3.4313333333,3.4313333333,3.4313333333,5.57318116352172,5.57318116352172,5.57318116352172,5.57318116352172,5.57318116352172,5.57318116352172,5.57318116352172,5.57318116352172
3.528,3.528,3.528,3.528,3.528,3.528,3.528,3.528,5.73919833420093,5.73919833420093,5.73919833420093,5.73919833420093,5.73919833420093,5.73919833420093,5.73919833420093,5.73919833420093
3.732,3.732,3.732,3.732,3.732,3.732,3.732,3.732,6.09127113664556,6.09127113664556,6.09127113664556,6.09127113664556,6.09127113664556,6.09127113664556,6.09127113664556,6.09127113664556
3.8593333333,3.8593333333,3.8593333333,3.8593333333,3.8593333333,3.8593333333,3.8593333333,3.8593333333,6.3122199081319,6.3122199081319,6.3122199081319,6.3122199081319,6.3122199081319,6.3122199081319,6.3122199081319,6.3122199081319
4.0193333333,4.0193333333,4.0193333333,4.0193333333,4.0193333333,4.0193333333,4.0193333333,4.0193333333,6.59116003973576,6.59116003973576,6.59116003973576,6.59116003973576,6.59116003973576,6.59116003973576,6.59116003973576,6.59116003973576
4.1393333333,4.1393333333,4.1393333333,4.1393333333,4.1393333333,4.1393333333,4.1393333333,4.1393333333,6.80132762259872,6.80132762259872,6.80132762259872,6.80132762259872,6.80132762259872,6.80132762259872,6.80132762259872,6.80132762259872
4.1953333333,4.1953333333,4.1953333333,4.1953333333,4.1953333333,4.1953333333,4.1953333333,4.1953333333,6.89968971673945,6.89968971673945,6.89968971673945,6.89968971673945,6.89968971673945,6.89968971673945,6.89968971673945,6.89968971673945
4.178,4.178,4.178,4.178,4.178,4.178,4.178,4.178,6.86922495149781,6.86922495149781,6.86922495149781,6.86922495149781,6.86922495149781,6.86922495149781,6.86922495149781,6.86922495149781
4.0293333333,4.0293333333,4.0293333333,4.0293333333,4.0293333333,4.0293333333,4.0293333333,4.0293333333,6.60864240721954,6.60864240721954,6.60864240721954,6.60864240721954,6.60864240721954,6.60864240721954,6.60864240721954,6.60864240721954
3.9613333333,3.9613333333,3.9613333333,3.9613333333,3.9613333333,3.9613333333,3.9613333333,3.9613333333,6.48987527026229,6.48987527026229,6.48987527026229,6.48987527026229,6.48987527026229,6.48987527026229,6.48987527026229,6.48987527026229
3.966,3.966,3.966,3.966,3.966,3.966,3.966,3.966,6.49801749844349,6.49801749844349,6.49801749844349,6.49801749844349,6.49801749844349,6.49801749844349,6.49801749844349,6.49801749844349
3.978,3.978,3.978,3.978,3.978,3.978,3.978,3.978,6.51896037494674,6.51896037494674,6.51896037494674,6.51896037494674,6.51896037494674,6.51896037494674,6.51896037494674,6.51896037494674
3.978,3.978,3.978,3.978,3.978,3.978,3.978,3.978,6.51896037494674,6.51896037494674,6.51896037494674,6.51896037494674,6.51896037494674,6.51896037494674,6.51896037494674,6.51896037494674
3.932,3.932,3.932,3.932,3.932,3.932,3.932,3.932,6.43872404532653,6.43872404532653,6.43872404532653,6.43872404532653,6.43872404532653,6.43872404532653,6.43872404532653,6.43872404532653
3.8233333333,3.8233333333,3.8233333333,3.8233333333,3.8233333333,3.8233333333,3.8233333333,3.8233333333,6.2496594561618,6.2496594561618,6.2496594561618,6.2496594561618,6.2496594561618,6.2496594561618,6.2496594561618,6.2496594561618
3.7046666667,3.7046666667,3.7046666667,3.7046666667,3.7046666667,3.7046666667,3.7046666667,3.7046666667,6.04396202000481,6.04396202000481,6.04396202000481,6.04396202000481,6.04396202000481,6.04396202000481,6.04396202000481,6.04396202000481
3.6153333333,3.6153333333,3.6153333333,3.6153333333,3.6153333333,3.6153333333,3.6153333333,3.6153333333,5.88963584819994,5.88963584819994,5.88963584819994,5.88963584819994,5.88963584819994,5.88963584819994,5.88963584819994,5.88963584819994
3.6153333333,3.6153333333,3.6153333333,3.6153333333,3.6153333333,3.6153333333,3.6153333333,3.6153333333,5.88963584819994,5.88963584819994,5.88963584819994,5.88963584819994,5.88963584819994,5.88963584819994,5.88963584819994,5.88963584819994
3.2746666667,3.2746666667,3.2746666667,3.2746666667,3.2746666667,3.2746666667,3.2746666667,3.2746666667,5.30522313912457,5.30522313912457,5.30522313912457,5.30522313912457,5.30522313912457,5.30522313912457,5.30522313912457,5.30522313912457
3.0346666667,3.0346666667,3.0346666667,3.0346666667,3.0346666667,3.0346666667,3.0346666667,3.0346666667,4.89736196588678,4.89736196588678,4.89736196588678,4.89736196588678,4.89736196588678,4.89736196588678,4.89736196588678,4.89736196588678
2.8146666667,2.8146666667,2.8146666667,2.8146666667,2.8146666667,2.8146666667,2.8146666667,2.8146666667,4.52625485114632,4.52625485114632,4.52625485114632,4.52625485114632,4.52625485114632,4.52625485114632,4.52625485114632,4.52625485114632
2.6733333333,2.6733333333,2.6733333333,2.6733333333,2.6733333333,2.6733333333,2.6733333333,2.6733333333,4.2892287944677,4.2892287944677,4.2892287944677,4.2892287944677,4.2892287944677,4.2892287944677,4.2892287944677,4.2892287944677
2.5773333333,2.5773333333,2.5773333333,2.5773333333,2.5773333333,2.5773333333,2.5773333333,2.5773333333,4.12884208722038,4.12884208722038,4.12884208722038,4.12884208722038,4.12884208722038,4.12884208722038,4.12884208722038,4.12884208722038
2.5966666667,2.5966666667,2.5966666667,2.5966666667,2.5966666667,2.5966666667,2.5966666667,2.5966666667,4.1611025052637,4.1611025052637,4.1611025052637,4.1611025052637,4.1611025052637,4.1611025052637,4.1611025052637,4.1611025052637
