"V4","V5","V6","V7","V8","V9","V10","V11"
66.6666666666667,45.8333333333333,45.8333333333333,66.6666666666667,108.333333333333,87.5,-16.6666666666667,25
21.6216216217038,82.4324324325557,41.8918918919878,122.972972973124,102.70270270284,41.8918918919878,62.1621621622717,163.513513513692
111.538461538462,73.0769230769231,73.0769230769231,-61.5384615384615,53.8461538461538,207.692307692308,92.3076923076923,130.769230769231
12.5000000000703,50.0000000000938,12.5000000000703,50.0000000000938,87.5000000001172,106.250000000129,-6.2499999999414,68.7500000001055
46.3414634145449,46.3414634145449,82.9268292681811,64.634146341363,101.219512194999,82.9268292681811,101.219512194999,82.9268292681811
119.512195121817,82.9268292681811,-8.53658536590943,119.512195121817,46.3414634145449,137.804878048635,64.634146341363,46.3414634145449
68.7500000001055,68.7500000001055,12.5000000000703,87.5000000001172,50.0000000000938,31.250000000082,87.5000000001172,68.7500000001055
22.4489795918992,53.061224489874,37.7551020408866,68.3673469388614,-38.7755102040504,37.7551020408866,83.6734693878488,68.3673469388614
71.875,25,56.25,71.875,25,40.625,40.625,25
11.7021276595151,107.446808510528,43.6170212765194,91.4893617020258,75.5319148935236,27.6595744680172,43.6170212765194,75.5319148935236
9.37499999999999,9.37499999999999,40.625,-21.875,25,40.625,9.37499999999999,25
-33.3333333333333,66.6666666666667,0,116.666666666667,33.3333333333333,16.6666666666667,83.3333333333333,33.3333333333333
43.6170212765194,-4.2553191489871,43.6170212765194,43.6170212765194,11.7021276595151,27.6595744680172,43.6170212765194,27.6595744680172
22.4489795918992,7.14285714291181,83.6734693878488,7.14285714291181,7.14285714291181,22.4489795918992,68.3673469388614,7.14285714291181
64.634146341363,-45.1219512195457,28.0487804877268,9.75609756090868,64.634146341363,64.634146341363,46.3414634145449,82.9268292681811
150,34.6153846153846,111.538461538462,-3.84615384615385,73.0769230769231,53.8461538461538,34.6153846153846,92.3076923076923
82.4324324325557,62.1621621622717,62.1621621622717,82.4324324325557,143.243243243408,62.1621621622717,82.4324324325557,82.4324324325557
87.5,129.166666666667,66.6666666666667,108.333333333333,66.6666666666667,25,4.16666666666667,150
76.4705882354239,208.823529411992,186.764705882564,76.4705882354239,32.3529411765679,76.4705882354239,10.2941176471399,54.4117647059959
