"abs_error_sp_15min","abs_error_sp_30min","abs_error_sp_45min","abs_error_sp_60min","abs_error_sp_75min","abs_error_sp_90min","abs_error_sp_105min","abs_error_sp_120min","rel_error_sp_15min","rel_error_sp_30min","rel_error_sp_45min","rel_error_sp_60min","rel_error_sp_75min","rel_error_sp_90min","rel_error_sp_105min","rel_error_sp_120min"
1.2386666667,1.2386666667,1.2386666667,1.2386666667,1.2386666667,1.2386666667,1.2386666667,1.2386666667,2.30401031726786,2.30401031726786,2.30401031726786,2.30401031726786,2.30401031726786,2.30401031726786,2.30401031726786,2.30401031726786
1.3153333333,1.3153333333,1.3153333333,1.3153333333,1.3153333333,1.3153333333,1.3153333333,1.3153333333,2.45010990096338,2.45010990096338,2.45010990096338,2.45010990096338,2.45010990096338,2.45010990096338,2.45010990096338,2.45010990096338
1.43,1.43,1.43,1.43,1.43,1.43,1.43,1.43,2.6694045174538,2.6694045174538,2.6694045174538,2.6694045174538,2.6694045174538,2.6694045174538,2.6694045174538,2.6694045174538
1.4753333333,1.4753333333,1.4753333333,1.4753333333,1.4753333333,1.4753333333,1.4753333333,1.4753333333,2.75636155286487,2.75636155286487,2.75636155286487,2.75636155286487,2.75636155286487,2.75636155286487,2.75636155286487,2.75636155286487
1.554,1.554,1.554,1.554,1.554,1.554,1.554,1.554,2.90760767877858,2.90760767877858,2.90760767877858,2.90760767877858,2.90760767877858,2.90760767877858,2.90760767877858,2.90760767877858
1.5446666667,1.5446666667,1.5446666667,1.5446666667,1.5446666667,1.5446666667,1.5446666667,1.5446666667,2.8896399486817,2.8896399486817,2.8896399486817,2.8896399486817,2.8896399486817,2.8896399486817,2.8896399486817,2.8896399486817
1.4826666667,1.4826666667,1.4826666667,1.4826666667,1.4826666667,1.4826666667,1.4826666667,1.4826666667,2.77044197524962,2.77044197524962,2.77044197524962,2.77044197524962,2.77044197524962,2.77044197524962,2.77044197524962,2.77044197524962
1.3806666667,1.3806666667,1.3806666667,1.3806666667,1.3806666667,1.3806666667,1.3806666667,1.3806666667,2.57494187426337,2.57494187426337,2.57494187426337,2.57494187426337,2.57494187426337,2.57494187426337,2.57494187426337,2.57494187426337
1.262,1.262,1.262,1.262,1.262,1.262,1.262,1.262,2.3484312776806,2.3484312776806,2.3484312776806,2.3484312776806,2.3484312776806,2.3484312776806,2.3484312776806,2.3484312776806
1.1433333333,1.1433333333,1.1433333333,1.1433333333,1.1433333333,1.1433333333,1.1433333333,1.1433333333,2.12291885863581,2.12291885863581,2.12291885863581,2.12291885863581,2.12291885863581,2.12291885863581,2.12291885863581,2.12291885863581
1.0346666667,1.0346666667,1.0346666667,1.0346666667,1.0346666667,1.0346666667,1.0346666667,1.0346666667,1.91728022934594,1.91728022934594,1.91728022934594,1.91728022934594,1.91728022934594,1.91728022934594,1.91728022934594,1.91728022934594
0.9053333333,0.9053333333,0.9053333333,0.9053333333,0.9053333333,0.9053333333,0.9053333333,0.9053333333,1.67360922820384,1.67360922820384,1.67360922820384,1.67360922820384,1.67360922820384,1.67360922820384,1.67360922820384,1.67360922820384
0.811333333299999,0.811333333299999,0.811333333299999,0.811333333299999,0.811333333299999,0.811333333299999,0.811333333299999,0.811333333299999,1.49723804479319,1.49723804479319,1.49723804479319,1.49723804479319,1.49723804479319,1.49723804479319,1.49723804479319,1.49723804479319
0.659333333299998,0.659333333299998,0.659333333299998,0.659333333299998,0.659333333299998,0.659333333299998,0.659333333299998,0.659333333299998,1.21333316969414,1.21333316969414,1.21333316969414,1.21333316969414,1.21333316969414,1.21333316969414,1.21333316969414,1.21333316969414
0.495333333300003,0.495333333300003,0.495333333300003,0.495333333300003,0.495333333300003,0.495333333300003,0.495333333300003,0.495333333300003,0.908790684527992,0.908790684527992,0.908790684527992,0.908790684527992,0.908790684527992,0.908790684527992,0.908790684527992,0.908790684527992
0.372666666699999,0.372666666699999,0.372666666699999,0.372666666699999,0.372666666699999,0.372666666699999,0.372666666699999,0.372666666699999,0.682198167035232,0.682198167035232,0.682198167035232,0.682198167035232,0.682198167035232,0.682198167035232,0.682198167035232,0.682198167035232
0.263333333299997,0.263333333299997,0.263333333299997,0.263333333299997,0.263333333299997,0.263333333299997,0.263333333299997,0.263333333299997,0.481091285487796,0.481091285487796,0.481091285487796,0.481091285487796,0.481091285487796,0.481091285487796,0.481091285487796,0.481091285487796
0.118666666700001,0.118666666700001,0.118666666700001,0.118666666700001,0.118666666700001,0.118666666700001,0.118666666700001,0.118666666700001,0.216224095685369,0.216224095685369,0.216224095685369,0.216224095685369,0.216224095685369,0.216224095685369,0.216224095685369,0.216224095685369
0.0126666666999995,0.0126666666999995,0.0126666666999995,0.0126666666999995,0.0126666666999995,0.0126666666999995,0.0126666666999995,0.0126666666999995,0.0230356082613096,0.0230356082613096,0.0230356082613096,0.0230356082613096,0.0230356082613096,0.0230356082613096,0.0230356082613096,0.0230356082613096
-0.0933333333000022,-0.0933333333000022,-0.0933333333000022,-0.0933333333000022,-0.0933333333000022,-0.0933333333000022,-0.0933333333000022,-0.0933333333000022,-0.169409486870871,-0.169409486870871,-0.169409486870871,-0.169409486870871,-0.169409486870871,-0.169409486870871,-0.169409486870871,-0.169409486870871
-0.0933333333000022,-0.0933333333000022,-0.0933333333000022,-0.0933333333000022,-0.0933333333000022,-0.0933333333000022,-0.0933333333000022,-0.0933333333000022,-0.169409486870871,-0.169409486870871,-0.169409486870871,-0.169409486870871,-0.169409486870871,-0.169409486870871,-0.169409486870871,-0.169409486870871
