"abs_error_sp_15min","abs_error_sp_30min","abs_error_sp_45min","abs_error_sp_60min","abs_error_sp_75min","abs_error_sp_90min","abs_error_sp_105min","abs_error_sp_120min","rel_error_sp_15min","rel_error_sp_30min","rel_error_sp_45min","rel_error_sp_60min","rel_error_sp_75min","rel_error_sp_90min","rel_error_sp_105min","rel_error_sp_120min"
5.7533333333,5.7533333333,5.7533333333,5.7533333333,5.7533333333,5.7533333333,5.7533333333,5.7533333333,10.6058744008169,10.6058744008169,10.6058744008169,10.6058744008169,10.6058744008169,10.6058744008169,10.6058744008169,10.6058744008169
5.672,5.672,5.672,5.672,5.672,5.672,5.672,5.672,10.4402886172876,10.4402886172876,10.4402886172876,10.4402886172876,10.4402886172876,10.4402886172876,10.4402886172876,10.4402886172876
5.5906666667,5.5906666667,5.5906666667,5.5906666667,5.5906666667,5.5906666667,5.5906666667,5.5906666667,10.2751978827838,10.2751978827838,10.2751978827838,10.2751978827838,10.2751978827838,10.2751978827838,10.2751978827838,10.2751978827838
5.33,5.33,5.33,5.33,5.33,5.33,5.33,5.33,9.74940552405341,9.74940552405341,9.74940552405341,9.74940552405341,9.74940552405341,9.74940552405341,9.74940552405341,9.74940552405341
5.6346666667,5.6346666667,5.6346666667,5.6346666667,5.6346666667,5.6346666667,5.6346666667,5.6346666667,10.3644479325737,10.3644479325737,10.3644479325737,10.3644479325737,10.3644479325737,10.3644479325737,10.3644479325737,10.3644479325737
5.9393333333,5.9393333333,5.9393333333,5.9393333333,5.9393333333,5.9393333333,5.9393333333,5.9393333333,10.9864226608927,10.9864226608927,10.9864226608927,10.9864226608927,10.9864226608927,10.9864226608927,10.9864226608927,10.9864226608927
6.244,6.244,6.244,6.244,6.244,6.244,6.244,6.244,11.6154475779448,11.6154475779448,11.6154475779448,11.6154475779448,11.6154475779448,11.6154475779448,11.6154475779448,11.6154475779448
6.6733333333,6.6733333333,6.6733333333,6.6733333333,6.6733333333,6.6733333333,6.6733333333,6.6733333333,12.5140642579619,12.5140642579619,12.5140642579619,12.5140642579619,12.5140642579619,12.5140642579619,12.5140642579619,12.5140642579619
7.062,7.062,7.062,7.062,7.062,7.062,7.062,7.062,13.3401337413578,13.3401337413578,13.3401337413578,13.3401337413578,13.3401337413578,13.3401337413578,13.3401337413578,13.3401337413578
7.4206666667,7.4206666667,7.4206666667,7.4206666667,7.4206666667,7.4206666667,7.4206666667,7.4206666667,14.1132764458242,14.1132764458242,14.1132764458242,14.1132764458242,14.1132764458242,14.1132764458242,14.1132764458242,14.1132764458242
7.7793333333,7.7793333333,7.7793333333,7.7793333333,7.7793333333,7.7793333333,7.7793333333,7.7793333333,14.8970394862092,14.8970394862092,14.8970394862092,14.8970394862092,14.8970394862092,14.8970394862092,14.8970394862092,14.8970394862092
8.138,8.138,8.138,8.138,8.138,8.138,8.138,8.138,15.6916432069723,15.6916432069723,15.6916432069723,15.6916432069723,15.6916432069723,15.6916432069723,15.6916432069723,15.6916432069723
8.4966666667,8.4966666667,8.4966666667,8.4966666667,8.4966666667,8.4966666667,8.4966666667,8.4966666667,16.4973140897783,16.4973140897783,16.4973140897783,16.4973140897783,16.4973140897783,16.4973140897783,16.4973140897783,16.4973140897783
8.716,8.716,8.716,8.716,8.716,8.716,8.716,8.716,16.9955541689416,16.9955541689416,16.9955541689416,16.9955541689416,16.9955541689416,16.9955541689416,16.9955541689416,16.9955541689416
