"abs_error_sp_15min","abs_error_sp_30min","abs_error_sp_45min","abs_error_sp_60min","abs_error_sp_75min","abs_error_sp_90min","abs_error_sp_105min","abs_error_sp_120min","rel_error_sp_15min","rel_error_sp_30min","rel_error_sp_45min","rel_error_sp_60min","rel_error_sp_75min","rel_error_sp_90min","rel_error_sp_105min","rel_error_sp_120min"
2.23533333330001,2.23533333330001,2.23533333330001,2.23533333330001,2.23533333330001,2.23533333330001,2.23533333330001,2.23533333330001,3.29867089038374,3.29867089038374,3.29867089038374,3.29867089038374,3.29867089038374,3.29867089038374,3.29867089038374,3.29867089038374
2.226,2.226,2.226,2.226,2.226,2.226,2.226,2.226,3.2844453625284,3.2844453625284,3.2844453625284,3.2844453625284,3.2844453625284,3.2844453625284,3.2844453625284,3.2844453625284
2.1653333333,2.1653333333,2.1653333333,2.1653333333,2.1653333333,2.1653333333,2.1653333333,2.1653333333,3.19207484860091,3.19207484860091,3.19207484860091,3.19207484860091,3.19207484860091,3.19207484860091,3.19207484860091,3.19207484860091
2.08133333329999,2.08133333329999,2.08133333329999,2.08133333329999,2.08133333329999,2.08133333329999,2.08133333329999,2.08133333329999,3.06444963578835,3.06444963578835,3.06444963578835,3.06444963578835,3.06444963578835,3.06444963578835,3.06444963578835,3.06444963578835
1.9433333333,1.9433333333,1.9433333333,1.9433333333,1.9433333333,1.9433333333,1.9433333333,1.9433333333,2.85546358421764,2.85546358421764,2.85546358421764,2.85546358421764,2.85546358421764,2.85546358421764,2.85546358421764,2.85546358421764
1.824,1.824,1.824,1.824,1.824,1.824,1.824,1.824,2.67542830321521,2.67542830321521,2.67542830321521,2.67542830321521,2.67542830321521,2.67542830321521,2.67542830321521,2.67542830321521
1.77133333330001,1.77133333330001,1.77133333330001,1.77133333330001,1.77133333330001,1.77133333330001,1.77133333330001,1.77133333330001,2.59617169708599,2.59617169708599,2.59617169708599,2.59617169708599,2.59617169708599,2.59617169708599,2.59617169708599,2.59617169708599
1.7546666667,1.7546666667,1.7546666667,1.7546666667,1.7546666667,1.7546666667,1.7546666667,1.7546666667,2.5711159737919,2.5711159737919,2.5711159737919,2.5711159737919,2.5711159737919,2.5711159737919,2.5711159737919,2.5711159737919
1.70466666670001,1.70466666670001,1.70466666670001,1.70466666670001,1.70466666670001,1.70466666670001,1.70466666670001,1.70466666670001,2.49602217823693,2.49602217823693,2.49602217823693,2.49602217823693,2.49602217823693,2.49602217823693,2.49602217823693,2.49602217823693
1.70333333329999,1.70333333329999,1.70333333329999,1.70333333329999,1.70333333329999,1.70333333329999,1.70333333329999,1.70333333329999,2.49402118204768,2.49402118204768,2.49402118204768,2.49402118204768,2.49402118204768,2.49402118204768,2.49402118204768,2.49402118204768
1.676,1.676,1.676,1.676,1.676,1.676,1.676,1.676,2.45301797318658,2.45301797318658,2.45301797318658,2.45301797318658,2.45301797318658,2.45301797318658,2.45301797318658,2.45301797318658
1.7086666667,1.7086666667,1.7086666667,1.7086666667,1.7086666667,1.7086666667,1.7086666667,1.7086666667,2.50202563531853,2.50202563531853,2.50202563531853,2.50202563531853,2.50202563531853,2.50202563531853,2.50202563531853,2.50202563531853
1.792,1.792,1.792,1.792,1.792,1.792,1.792,1.792,2.62725779967159,2.62725779967159,2.62725779967159,2.62725779967159,2.62725779967159,2.62725779967159,2.62725779967159,2.62725779967159
1.91,1.91,1.91,1.91,1.91,1.91,1.91,1.91,2.8051108826553,2.8051108826553,2.8051108826553,2.8051108826553,2.8051108826553,2.8051108826553,2.8051108826553,2.8051108826553
1.9166666667,1.9166666667,1.9166666667,1.9166666667,1.9166666667,1.9166666667,1.9166666667,1.9166666667,2.8151774786305,2.8151774786305,2.8151774786305,2.8151774786305,2.8151774786305,2.8151774786305,2.8151774786305,2.8151774786305
2.0206666667,2.0206666667,2.0206666667,2.0206666667,2.0206666667,2.0206666667,2.0206666667,2.0206666667,2.97247202586225,2.97247202586225,2.97247202586225,2.97247202586225,2.97247202586225,2.97247202586225,2.97247202586225,2.97247202586225
2.08866666669999,2.08866666669999,2.08866666669999,2.08866666669999,2.08866666669999,2.08866666669999,2.08866666669999,2.08866666669999,3.07557894121897,3.07557894121897,3.07557894121897,3.07557894121897,3.07557894121897,3.07557894121897,3.07557894121897,3.07557894121897
2.148,2.148,2.148,2.148,2.148,2.148,2.148,2.148,3.16571361197901,3.16571361197901,3.16571361197901,3.16571361197901,3.16571361197901,3.16571361197901,3.16571361197901,3.16571361197901
2.17400000000001,2.17400000000001,2.17400000000001,2.17400000000001,2.17400000000001,2.17400000000001,2.17400000000001,2.17400000000001,3.20526051956478,3.20526051956478,3.20526051956478,3.20526051956478,3.20526051956478,3.20526051956478,3.20526051956478,3.20526051956478
