"abs_error_sp_15min","abs_error_sp_30min","abs_error_sp_45min","abs_error_sp_60min","abs_error_sp_75min","abs_error_sp_90min","abs_error_sp_105min","abs_error_sp_120min","rel_error_sp_15min","rel_error_sp_30min","rel_error_sp_45min","rel_error_sp_60min","rel_error_sp_75min","rel_error_sp_90min","rel_error_sp_105min","rel_error_sp_120min"
0.491333333300005,0.491333333300005,0.491333333300005,0.491333333300005,0.491333333300005,0.491333333300005,0.491333333300005,0.491333333300005,0.70686629000667,0.70686629000667,0.70686629000667,0.70686629000667,0.70686629000667,0.70686629000667,0.70686629000667,0.70686629000667
0.529333333300002,0.529333333300002,0.529333333300002,0.529333333300002,0.529333333300002,0.529333333300002,0.529333333300002,0.529333333300002,0.761952286768154,0.761952286768154,0.761952286768154,0.761952286768154,0.761952286768154,0.761952286768154,0.761952286768154,0.761952286768154
0.608000000000004,0.608000000000004,0.608000000000004,0.608000000000004,0.608000000000004,0.608000000000004,0.608000000000004,0.608000000000004,0.876181692414117,0.876181692414117,0.876181692414117,0.876181692414117,0.876181692414117,0.876181692414117,0.876181692414117,0.876181692414117
0.676000000000002,0.676000000000002,0.676000000000002,0.676000000000002,0.676000000000002,0.676000000000002,0.676000000000002,0.676000000000002,0.975131267670651,0.975131267670651,0.975131267670651,0.975131267670651,0.975131267670651,0.975131267670651,0.975131267670651,0.975131267670651
0.738,0.738,0.738,0.738,0.738,0.738,0.738,0.738,1.06551933239005,1.06551933239005,1.06551933239005,1.06551933239005,1.06551933239005,1.06551933239005,1.06551933239005,1.06551933239005
0.764666666699995,0.764666666699995,0.764666666699995,0.764666666699995,0.764666666699995,0.764666666699995,0.764666666699995,0.764666666699995,1.10444570696132,1.10444570696132,1.10444570696132,1.10444570696132,1.10444570696132,1.10444570696132,1.10444570696132,1.10444570696132
0.836666666699998,0.836666666699998,0.836666666699998,0.836666666699998,0.836666666699998,0.836666666699998,0.836666666699998,0.836666666699998,1.20969685290915,1.20969685290915,1.20969685290915,1.20969685290915,1.20969685290915,1.20969685290915,1.20969685290915,1.20969685290915
0.8593333333,0.8593333333,0.8593333333,0.8593333333,0.8593333333,0.8593333333,0.8593333333,0.8593333333,1.24287684040206,1.24287684040206,1.24287684040206,1.24287684040206,1.24287684040206,1.24287684040206,1.24287684040206,1.24287684040206
0.810666666700001,0.810666666700001,0.810666666700001,0.810666666700001,0.810666666700001,0.810666666700001,0.810666666700001,0.810666666700001,1.17166422574827,1.17166422574827,1.17166422574827,1.17166422574827,1.17166422574827,1.17166422574827,1.17166422574827,1.17166422574827
0.804666666700001,0.804666666700001,0.804666666700001,0.804666666700001,0.804666666700001,0.804666666700001,0.804666666700001,0.804666666700001,1.16289152452534,1.16289152452534,1.16289152452534,1.16289152452534,1.16289152452534,1.16289152452534,1.16289152452534,1.16289152452534
0.718666666700003,0.718666666700003,0.718666666700003,0.718666666700003,0.718666666700003,0.718666666700003,0.718666666700003,0.718666666700003,1.03731644892373,1.03731644892373,1.03731644892373,1.03731644892373,1.03731644892373,1.03731644892373,1.03731644892373,1.03731644892373
0.609999999999999,0.609999999999999,0.609999999999999,0.609999999999999,0.609999999999999,0.609999999999999,0.609999999999999,0.609999999999999,0.879089205937454,0.879089205937454,0.879089205937454,0.879089205937454,0.879089205937454,0.879089205937454,0.879089205937454,0.879089205937454
0.515333333300006,0.515333333300006,0.515333333300006,0.515333333300006,0.515333333300006,0.515333333300006,0.515333333300006,0.515333333300006,0.741650436019111,0.741650436019111,0.741650436019111,0.741650436019111,0.741650436019111,0.741650436019111,0.741650436019111,0.741650436019111
0.480000000000004,0.480000000000004,0.480000000000004,0.480000000000004,0.480000000000004,0.480000000000004,0.480000000000004,0.480000000000004,0.69044879171462,0.69044879171462,0.69044879171462,0.69044879171462,0.69044879171462,0.69044879171462,0.69044879171462,0.69044879171462
0.463999999999999,0.463999999999999,0.463999999999999,0.463999999999999,0.463999999999999,0.463999999999999,0.463999999999999,0.463999999999999,0.667280257708236,0.667280257708236,0.667280257708236,0.667280257708236,0.667280257708236,0.667280257708236,0.667280257708236,0.667280257708236
0.415999999999997,0.415999999999997,0.415999999999997,0.415999999999997,0.415999999999997,0.415999999999997,0.415999999999997,0.415999999999997,0.597838583582428,0.597838583582428,0.597838583582428,0.597838583582428,0.597838583582428,0.597838583582428,0.597838583582428,0.597838583582428
0.379999999999995,0.379999999999995,0.379999999999995,0.379999999999995,0.379999999999995,0.379999999999995,0.379999999999995,0.379999999999995,0.545820166618781,0.545820166618781,0.545820166618781,0.545820166618781,0.545820166618781,0.545820166618781,0.545820166618781,0.545820166618781
0.298666666700001,0.298666666700001,0.298666666700001,0.298666666700001,0.298666666700001,0.298666666700001,0.298666666700001,0.298666666700001,0.428494911670954,0.428494911670954,0.428494911670954,0.428494911670954,0.428494911670954,0.428494911670954,0.428494911670954,0.428494911670954
0.275333333299997,0.275333333299997,0.275333333299997,0.275333333299997,0.275333333299997,0.275333333299997,0.275333333299997,0.275333333299997,0.394886553730194,0.394886553730194,0.394886553730194,0.394886553730194,0.394886553730194,0.394886553730194,0.394886553730194,0.394886553730194
0.248666666700004,0.248666666700004,0.248666666700004,0.248666666700004,0.248666666700004,0.248666666700004,0.248666666700004,0.248666666700004,0.356504535206193,0.356504535206193,0.356504535206193,0.356504535206193,0.356504535206193,0.356504535206193,0.356504535206193,0.356504535206193
