"V4","V5","V6","V7","V8","V9","V10","V11"
75.7812500000686,146.093750000096,122.656250000087,204.687500000119,87.5000000000732,169.531250000105,134.375000000092,122.656250000087
166.129032257957,57.2580645160656,154.032258064414,166.129032257957,81.4516129031526,154.032258064414,117.741935483783,202.419354838588
158.196721311581,109.016393442709,195.081967213236,133.606557377145,109.016393442709,133.606557377145,84.4262295082723,96.7213114754905
243.220338982905,65.2542372880656,141.525423728711,154.237288135485,103.389830508388,154.237288135485,116.101694915163,179.661016949034
184.482758620812,132.758620689756,93.9655172414629,81.0344827586987,158.620689655284,68.1034482759345,132.758620689756,55.1724137931703
84.4262295082723,133.606557377145,158.196721311581,182.786885246018,96.7213114754905,47.5409836066178,96.7213114754905,72.1311475410541
109.016393442709,59.836065573836,47.5409836066178,109.016393442709,35.2459016393997,35.2459016393997,121.311475409927,84.4262295082723
25,75,0,12.5,25,25,125,37.5
31.5789473684211,84.2105263157895,71.0526315789474,44.7368421052632,110.526315789474,176.315789473684,84.2105263157895,84.2105263157895
100.892857142767,141.071428571321,87.4999999999163,74.1071428570651,74.1071428570651,274.999999999833,60.714285714214,47.3214285713628
114.285714285824,221.428571428735,83.6734693878488,68.3673469388614,175.510204081773,114.285714285824,83.6734693878488,98.9795918368362
144.565217391437,79.347826087054,177.173913043629,46.7391304348623,111.956521739246,128.260869565341,111.956521739246,111.956521739246
96.4285714285714,96.4285714285714,78.5714285714286,167.857142857143,25,150,257.142857142857,185.714285714286
137.804878048635,156.097560975454,210.975609755908,82.9268292681811,101.219512194999,119.512195121817,174.390243902272,46.3414634145449
138.636363636228,121.590909090783,121.590909090783,104.545454545338,189.772727272563,172.727272727118,87.4999999998935,240.909090908897
226.086956521916,144.565217391437,177.173913043629,209.78260869582,177.173913043629,193.478260869725,95.6521739131498,111.956521739246
95.6521739131498,144.565217391437,128.260869565341,128.260869565341,128.260869565341,258.695652174108,95.6521739131498,111.956521739246
206.818181818008,155.681818181673,70.4545454544486,53.4090909090038,53.4090909090038,104.545454545338,189.772727272563,138.636363636228
231.395348837402,196.511627907149,179.069767442023,4.65116279075852,301.162790697908,74.4186046512642,179.069767442023,39.5348837210114
56.9767441861378,74.4186046512642,213.953488372276,74.4186046512642,213.953488372276,144.18604651177,179.069767442023,161.627906976896
109.302325581517,56.9767441861378,213.953488372276,109.302325581517,144.18604651177,91.8604651163906,74.4186046512642,126.744186046643
174.390243902272,101.219512194999,174.390243902272,119.512195121817,137.804878048635,101.219512194999,119.512195121817,101.219512194999
185.714285714286,203.571428571429,60.7142857142857,25,114.285714285714,78.5714285714286,114.285714285714,7.14285714285715
221.428571428571,96.4285714285714,114.285714285714,167.857142857143,292.857142857143,185.714285714286,328.571428571429,185.714285714286
185.714285714286,96.4285714285714,203.571428571429,114.285714285714,167.857142857143,78.5714285714286,96.4285714285714,96.4285714285714
155.681818181673,104.545454545338,138.636363636228,138.636363636228,121.590909090783,172.727272727118,70.4545454544486,189.772727272563
283.720930232781,91.8604651163906,126.744186046643,179.069767442023,126.744186046643,179.069767442023,161.627906976896,161.627906976896
118.75,165.625,118.75,118.75,118.75,134.375,87.5,134.375
91.4893617020258,59.5744680850215,91.4893617020258,155.319148936034,91.4893617020258,59.5744680850215,155.319148936034,91.4893617020258
70.4545454544486,19.318181818114,121.590909090783,70.4545454544486,138.636363636228,138.636363636228,257.954545454342,155.681818181673
101.219512194999,210.975609755908,247.560975609544,156.097560975454,192.68292682909,156.097560975454,284.14634146318,247.560975609544
87.5000000001172,181.250000000176,181.250000000176,125.000000000141,181.250000000176,256.250000000223,256.250000000223,181.250000000176
82.9268292681811,192.68292682909,174.390243902272,137.804878048635,137.804878048635,174.390243902272,247.560975609544,101.219512194999
87.5000000001172,143.750000000152,162.500000000164,162.500000000164,312.500000000258,125.000000000141,143.750000000152,237.500000000211
305.405405405679,163.513513513692,122.972972973124,244.594594594827,143.243243243408,285.135135135395,204.054054054259,183.783783783976
143.243243243408,62.1621621622717,143.243243243408,102.70270270284,143.243243243408,102.70270270284,204.054054054259,224.324324324543
